Station,Drainage,State,County,Quad,Reach,RM_Start,Locality,UTM_Zone,UTM_Easting,UTM_Northing,Date Collected,Sampling_Period,Secchi_Depth,Salinity_Min,Temp_Max,Air_Temp_Max,DO_Min,Conductivity_True,Conductivity_Specific,pH_Min,Station+Haul,Haul,Depletion #,Habitat,Debris?,Gear,Electrofishing?,Closed?,Effort_m^2,AFSorder,Family,Genus,Species,Species_Codes,"Length (SL,mm)",SumOfSPEC,SumOfREL,Stage,AgeClass,VIE Colors,VIE Locations,Projects
RKD22-138,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/11/22,202210,2,0.27,16.5,13.0,8.82,467.,563.,7.98,RKD22-138-10,10,,MCSHRU,,regular,,,30.75,,,,,No Fish Collected,,,,,,,,1
RKD22-138,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/11/22,202210,2,0.27,16.5,13.0,8.82,467.,563.,7.98,RKD22-138-11,11,,MCSHRU,,regular,,,29.75,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,2,2,,,,,1
RKD22-138,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/11/22,202210,2,0.27,16.5,13.0,8.82,467.,563.,7.98,RKD22-138-12,12,,MCSHRU,,regular,,,30.25,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,3,3,,,,,1
RKD22-138,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/11/22,202210,2,0.27,16.5,13.0,8.82,467.,563.,7.98,RKD22-138-13,13,,MCSHRU,,regular,,,31.5,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,5,5,,,,,1
RKD22-138,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/11/22,202210,2,0.27,16.5,13.0,8.82,467.,563.,7.98,RKD22-138-14,14,,MCSHRU,,regular,,,31.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD22-138,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/11/22,202210,2,0.27,16.5,13.0,8.82,467.,563.,7.98,RKD22-138-14,14,,MCSHRU,,regular,,,31.75,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,1
RKD22-138,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/11/22,202210,2,0.27,16.5,13.0,8.82,467.,563.,7.98,RKD22-138-15,15,,MCSHRU,,regular,,,32.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,5,5,,,,,1
RKD22-138,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/11/22,202210,2,0.27,16.5,13.0,8.82,467.,563.,7.98,RKD22-138-15,15,,MCSHRU,,regular,,,32.75,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,1
RKD22-138,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/11/22,202210,2,0.27,16.5,13.0,8.82,467.,563.,7.98,RKD22-138-16,16,,MCSHRU,,regular,,,30.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,3,3,,,,,1
RKD22-138,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/11/22,202210,2,0.27,16.5,13.0,8.82,467.,563.,7.98,RKD22-138-17,17,,MCSHRU,,regular,,,30.75,,,,,No Fish Collected,,,,,,,,1
RKD22-138,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/11/22,202210,2,0.27,16.5,13.0,8.82,467.,563.,7.98,RKD22-138-18,18,,MCSHRU,,regular,,,31.25,,,,,No Fish Collected,,,,,,,,1
RKD22-138,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/11/22,202210,2,0.27,16.5,13.0,8.82,467.,563.,7.98,RKD22-138-19,19,,MCSHPO,,larval,,,4.8,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD22-138,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/11/22,202210,2,0.27,16.5,13.0,8.82,467.,563.,7.98,RKD22-138-20,20,,MCSHPO,,larval,,,5.2,,,,,No Fish Collected,,,,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-1,1,,MCSHRU,,regular,,,27.75,,,,,No Fish Collected,,,,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-2,2,,MCSHRU,,regular,,,33.25,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-3,3,,MCSHRU,,regular,,,30,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-4,4,,MCSHRU,,regular,,,25.5,,,,,No Fish Collected,,,,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-5,5,,SCSHRU,,regular,,,31.5,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,9,9,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-6,6,,SCSHRU,,regular,,,33,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-7,7,,SCSHPO,,regular,,,23,,,,,No Fish Collected,,,,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-8,8,,SCSHPO,,regular,,,16.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-9,9,,SCSHPO,,regular,,,20.25,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-10,10,,SCSHPO,,regular,,,27,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-11,11,,SCSHRU,,regular,,,32.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,2,2,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-11,11,,SCSHRU,,regular,,,32.75,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-12,12,,SCSHRU,,regular,,,31.5,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-13,13,,MCSHRU,,regular,,,31.25,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-14,14,,MCRU,,regular,,,32,,,,,No Fish Collected,,,,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-15,15,,MCRU,,regular,,,30.75,,,,,No Fish Collected,,,,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-16,16,,MCRU,,regular,,,31.5,,,,,No Fish Collected,,,,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-17,17,,MCRU,,regular,,,30.5,,,,,No Fish Collected,,,,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-18,18,,MCPO,,regular,,,18,,,,,No Fish Collected,,,,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-19,19,,BW,,larval,,,5.1,,,,,No Fish Collected,,,,,,,,1
RKD22-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/4/22,202210,1,0.27,18.5,17.0,8.44,494.,564.,8.36,RKD22-139-20,20,,SCSHPO,,larval,,,6.1,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,3,3,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-1,1,,MCRU,,regular,,,31.75,,,,,No Fish Collected,,,,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-2,2,,MCRU,,regular,,,30.25,,,,,No Fish Collected,,,,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-3,3,,MCRU,,regular,,,29.75,,,,,No Fish Collected,,,,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-4,4,,MCRU,,regular,,,30.25,,,,,No Fish Collected,,,,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-5,5,,MCSHRU,,regular,,,28,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-6,6,,MCSHRU,,regular,,,29.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-7,7,,MCSHRU,,regular,,,32.5,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-8,8,,MCSHRU,,regular,,,31.25,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-9,9,,MCSHRU,,regular,,,32.75,,,,,No Fish Collected,,,,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-10,10,,MCSHRU,,regular,,,31.25,,,,,No Fish Collected,,,,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-11,11,,MCSHRU,,regular,,,31,,,,,No Fish Collected,,,,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-12,12,,MCSHRU,,regular,,,33,,,,,No Fish Collected,,,,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-13,13,,MCSHRU,,regular,,,31,,,,,No Fish Collected,,,,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-14,14,,MCSHRU,,regular,,,32.5,,,,,No Fish Collected,,,,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-15,15,,MCSHRU,,regular,,,32.5,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-16,16,,MCSHRU,,regular,,,32,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,2,2,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-17,17,,MCSHRU,,regular,,,32.5,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-17,17,,MCSHRU,,regular,,,32.5,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,4,4,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-18,18,,MCSHRU,,regular,,,30.75,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,3,3,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-18,18,,MCSHRU,,regular,,,30.75,4,Leuciscidae,Platygobio,gracilis,PLAGRA,,6,6,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-18,18,,MCSHRU,,regular,,,30.75,9,Poeciliidae,Gambusia,affinis,GAMAFF,,1,1,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-19,19,,BW,,larval,,,6.5,4,Leuciscidae,Notemigonus,crysoleucas,NOTCRY,,1,,,,,,1
RKD22-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/11/22,202210,2,0.28,17.5,16.0,7.83,491.,573.,8.24,RKD22-140-20,20,,BW,,larval,,,6.6,,,,,No Fish Collected,,,,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-1,1,,MCRU,,regular,,,28.25,,,,,No Fish Collected,,,,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-2,2,,MCPLPO,,regular,,,17.5,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-3,3,,MCPO,,regular,,,17.25,,,,,No Fish Collected,,,,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-4,4,,MCRU,,regular,,,31,5,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-5,5,,MCRU,,regular,,,29.25,,,,,No Fish Collected,,,,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-6,6,,MCRU,,regular,,,32,,,,,No Fish Collected,,,,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-7,7,,MCSHRU,,regular,,,31.5,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,4,4,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-8,8,,MCSHRU,,regular,,,33.75,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,18,18,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-9,9,,MCSHRU,,regular,,,35,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,3,3,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-9,9,,MCSHRU,,regular,,,35,9,Poeciliidae,Gambusia,affinis,GAMAFF,,2,2,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-10,10,,MCSHPO,,regular,,,17.75,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,13,13,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-10,10,,MCSHPO,,regular,,,17.75,9,Poeciliidae,Gambusia,affinis,GAMAFF,,1,1,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-11,11,,MCSHPO,,regular,,,21,4,Leuciscidae,Cyprinella,lutrensis,CYPLUT,,5,5,,,,,1
RKD22-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/4/22,202210,5,0.23,20.2,21.0,7.99,425.,468.,8.35,RKD22-141-11,11,,MCSHPO,,regular,,,21,9,Poeciliidae,Gambusia,affinis,GAMAFF,,1,1,,,,,1
